part_id,part_name,invoice_date,unit_price,quantity,currency,project_code,project,oem,segment,project_volume,project_localisation,vendor_code,vendor,vendor_origin,vendor_import_dependency,vendor_reprice_months,category_code,category,material,complexity_tier,annual_part_volume,weight_kg,po_id
KDQ-FST-00005,Fasteners A03 - SKODA Kodiaq (JBM Auto),2023-07-06,42.9362,50,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,JBM,JBM Auto,domestic,0.14,12,FST,Fasteners,Steel,A,3578,0.751,PO-KDQ-FST-00005-202307-1
KDQ-FST-00005,Fasteners A03 - SKODA Kodiaq (JBM Auto),2023-08-06,43.2942,8,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,JBM,JBM Auto,domestic,0.14,12,FST,Fasteners,Steel,A,3578,0.751,PO-KDQ-FST-00005-202308-1
KDQ-FST-00005,Fasteners A03 - SKODA Kodiaq (JBM Auto),2023-08-13,43.1406,2,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,JBM,JBM Auto,domestic,0.14,12,FST,Fasteners,Steel,A,3578,0.751,PO-KDQ-FST-00005-202308-2
KDQ-FST-00005,Fasteners A03 - SKODA Kodiaq (JBM Auto),2023-08-20,43.2442,40,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,JBM,JBM Auto,domestic,0.14,12,FST,Fasteners,Steel,A,3578,0.751,PO-KDQ-FST-00005-202308-3
KDQ-FST-00005,Fasteners A03 - SKODA Kodiaq (JBM Auto),2023-09-06,44.8811,1,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,JBM,JBM Auto,domestic,0.14,12,FST,Fasteners,Steel,A,3578,0.751,PO-KDQ-FST-00005-202309-1
KDQ-FST-00005,Fasteners A03 - SKODA Kodiaq (JBM Auto),2023-09-13,44.6464,19,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,JBM,JBM Auto,domestic,0.14,12,FST,Fasteners,Steel,A,3578,0.751,PO-KDQ-FST-00005-202309-2
KDQ-FST-00005,Fasteners A03 - SKODA Kodiaq (JBM Auto),2023-09-20,44.1742,30,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,JBM,JBM Auto,domestic,0.14,12,FST,Fasteners,Steel,A,3578,0.751,PO-KDQ-FST-00005-202309-3
KDQ-FST-00005,Fasteners A03 - SKODA Kodiaq (JBM Auto),2023-10-06,43.7251,11,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,JBM,JBM Auto,domestic,0.14,12,FST,Fasteners,Steel,A,3578,0.751,PO-KDQ-FST-00005-202310-1
KDQ-FST-00005,Fasteners A03 - SKODA Kodiaq (JBM Auto),2023-10-13,43.4027,39,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,JBM,JBM Auto,domestic,0.14,12,FST,Fasteners,Steel,A,3578,0.751,PO-KDQ-FST-00005-202310-2
KDQ-FST-00005,Fasteners A03 - SKODA Kodiaq (JBM Auto),2023-11-06,44.1981,50,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,JBM,JBM Auto,domestic,0.14,12,FST,Fasteners,Steel,A,3578,0.751,PO-KDQ-FST-00005-202311-1
KDQ-FST-00005,Fasteners A03 - SKODA Kodiaq (JBM Auto),2023-12-06,41.9479,27,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,JBM,JBM Auto,domestic,0.14,12,FST,Fasteners,Steel,A,3578,0.751,PO-KDQ-FST-00005-202312-1
KDQ-FST-00005,Fasteners A03 - SKODA Kodiaq (JBM Auto),2023-12-13,41.8921,14,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,JBM,JBM Auto,domestic,0.14,12,FST,Fasteners,Steel,A,3578,0.751,PO-KDQ-FST-00005-202312-2
KDQ-FST-00005,Fasteners A03 - SKODA Kodiaq (JBM Auto),2023-12-20,41.9079,9,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,JBM,JBM Auto,domestic,0.14,12,FST,Fasteners,Steel,A,3578,0.751,PO-KDQ-FST-00005-202312-3
KDQ-FST-00005,Fasteners A03 - SKODA Kodiaq (JBM Auto),2024-01-06,42.8492,8,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,JBM,JBM Auto,domestic,0.14,12,FST,Fasteners,Steel,A,3578,0.751,PO-KDQ-FST-00005-202401-1
KDQ-FST-00005,Fasteners A03 - SKODA Kodiaq (JBM Auto),2024-01-13,43.3425,27,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,JBM,JBM Auto,domestic,0.14,12,FST,Fasteners,Steel,A,3578,0.751,PO-KDQ-FST-00005-202401-2
KDQ-FST-00005,Fasteners A03 - SKODA Kodiaq (JBM Auto),2024-01-20,43.5195,15,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,JBM,JBM Auto,domestic,0.14,12,FST,Fasteners,Steel,A,3578,0.751,PO-KDQ-FST-00005-202401-3
KDQ-FST-00005,Fasteners A03 - SKODA Kodiaq (JBM Auto),2024-02-06,43.8068,11,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,JBM,JBM Auto,domestic,0.14,12,FST,Fasteners,Steel,A,3578,0.751,PO-KDQ-FST-00005-202402-1
KDQ-FST-00005,Fasteners A03 - SKODA Kodiaq (JBM Auto),2024-02-13,43.8391,10,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,JBM,JBM Auto,domestic,0.14,12,FST,Fasteners,Steel,A,3578,0.751,PO-KDQ-FST-00005-202402-2
KDQ-FST-00005,Fasteners A03 - SKODA Kodiaq (JBM Auto),2024-02-20,43.7694,28,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,JBM,JBM Auto,domestic,0.14,12,FST,Fasteners,Steel,A,3578,0.751,PO-KDQ-FST-00005-202402-3
KDQ-FST-00005,Fasteners A03 - SKODA Kodiaq (JBM Auto),2024-03-06,43.7227,25,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,JBM,JBM Auto,domestic,0.14,12,FST,Fasteners,Steel,A,3578,0.751,PO-KDQ-FST-00005-202403-1
KDQ-FST-00005,Fasteners A03 - SKODA Kodiaq (JBM Auto),2024-03-13,43.4977,20,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,JBM,JBM Auto,domestic,0.14,12,FST,Fasteners,Steel,A,3578,0.751,PO-KDQ-FST-00005-202403-2
KDQ-FST-00005,Fasteners A03 - SKODA Kodiaq (JBM Auto),2024-03-20,43.6558,5,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,JBM,JBM Auto,domestic,0.14,12,FST,Fasteners,Steel,A,3578,0.751,PO-KDQ-FST-00005-202403-3
KDQ-FST-00005,Fasteners A03 - SKODA Kodiaq (JBM Auto),2024-04-06,44.2876,1,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,JBM,JBM Auto,domestic,0.14,12,FST,Fasteners,Steel,A,3578,0.751,PO-KDQ-FST-00005-202404-1
KDQ-FST-00005,Fasteners A03 - SKODA Kodiaq (JBM Auto),2024-04-13,44.6954,6,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,JBM,JBM Auto,domestic,0.14,12,FST,Fasteners,Steel,A,3578,0.751,PO-KDQ-FST-00005-202404-2
KDQ-FST-00005,Fasteners A03 - SKODA Kodiaq (JBM Auto),2024-04-20,44.6414,44,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,JBM,JBM Auto,domestic,0.14,12,FST,Fasteners,Steel,A,3578,0.751,PO-KDQ-FST-00005-202404-3
KDQ-FST-00005,Fasteners A03 - SKODA Kodiaq (JBM Auto),2024-05-06,44.1024,37,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,JBM,JBM Auto,domestic,0.14,12,FST,Fasteners,Steel,A,3578,0.751,PO-KDQ-FST-00005-202405-1
KDQ-FST-00005,Fasteners A03 - SKODA Kodiaq (JBM Auto),2024-05-13,44.754,13,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,JBM,JBM Auto,domestic,0.14,12,FST,Fasteners,Steel,A,3578,0.751,PO-KDQ-FST-00005-202405-2
KDQ-FST-00005,Fasteners A03 - SKODA Kodiaq (JBM Auto),2024-06-06,44.1474,11,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,JBM,JBM Auto,domestic,0.14,12,FST,Fasteners,Steel,A,3578,0.751,PO-KDQ-FST-00005-202406-1
KDQ-FST-00005,Fasteners A03 - SKODA Kodiaq (JBM Auto),2024-06-13,44.2968,39,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,JBM,JBM Auto,domestic,0.14,12,FST,Fasteners,Steel,A,3578,0.751,PO-KDQ-FST-00005-202406-2
KDQ-FST-00005,Fasteners A03 - SKODA Kodiaq (JBM Auto),2024-07-06,43.6479,50,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,JBM,JBM Auto,domestic,0.14,12,FST,Fasteners,Steel,A,3578,0.751,PO-KDQ-FST-00005-202407-1
KDQ-FST-00005,Fasteners A03 - SKODA Kodiaq (JBM Auto),2024-08-06,42.1853,30,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,JBM,JBM Auto,domestic,0.14,12,FST,Fasteners,Steel,A,3578,0.751,PO-KDQ-FST-00005-202408-1
KDQ-FST-00005,Fasteners A03 - SKODA Kodiaq (JBM Auto),2024-08-13,41.8188,20,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,JBM,JBM Auto,domestic,0.14,12,FST,Fasteners,Steel,A,3578,0.751,PO-KDQ-FST-00005-202408-2
KDQ-FST-00005,Fasteners A03 - SKODA Kodiaq (JBM Auto),2024-09-06,42.6188,50,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,JBM,JBM Auto,domestic,0.14,12,FST,Fasteners,Steel,A,3578,0.751,PO-KDQ-FST-00005-202409-1
KDQ-FST-00005,Fasteners A03 - SKODA Kodiaq (JBM Auto),2024-10-06,44.2933,50,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,JBM,JBM Auto,domestic,0.14,12,FST,Fasteners,Steel,A,3578,0.751,PO-KDQ-FST-00005-202410-1
KDQ-FST-00005,Fasteners A03 - SKODA Kodiaq (JBM Auto),2024-11-06,42.4212,50,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,JBM,JBM Auto,domestic,0.14,12,FST,Fasteners,Steel,A,3578,0.751,PO-KDQ-FST-00005-202411-1
KDQ-FST-00005,Fasteners A03 - SKODA Kodiaq (JBM Auto),2024-12-06,42.5336,34,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,JBM,JBM Auto,domestic,0.14,12,FST,Fasteners,Steel,A,3578,0.751,PO-KDQ-FST-00005-202412-1
KDQ-FST-00005,Fasteners A03 - SKODA Kodiaq (JBM Auto),2024-12-13,42.6358,16,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,JBM,JBM Auto,domestic,0.14,12,FST,Fasteners,Steel,A,3578,0.751,PO-KDQ-FST-00005-202412-2
KDQ-FST-00005,Fasteners A03 - SKODA Kodiaq (JBM Auto),2025-01-06,43.9305,50,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,JBM,JBM Auto,domestic,0.14,12,FST,Fasteners,Steel,A,3578,0.751,PO-KDQ-FST-00005-202501-1
KDQ-FST-00005,Fasteners A03 - SKODA Kodiaq (JBM Auto),2025-02-06,45.7646,50,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,JBM,JBM Auto,domestic,0.14,12,FST,Fasteners,Steel,A,3578,0.751,PO-KDQ-FST-00005-202502-1
KDQ-FST-00005,Fasteners A03 - SKODA Kodiaq (JBM Auto),2025-03-06,45.8542,27,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,JBM,JBM Auto,domestic,0.14,12,FST,Fasteners,Steel,A,3578,0.751,PO-KDQ-FST-00005-202503-1
KDQ-FST-00005,Fasteners A03 - SKODA Kodiaq (JBM Auto),2025-03-13,45.9807,18,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,JBM,JBM Auto,domestic,0.14,12,FST,Fasteners,Steel,A,3578,0.751,PO-KDQ-FST-00005-202503-2
KDQ-FST-00005,Fasteners A03 - SKODA Kodiaq (JBM Auto),2025-03-20,45.3889,5,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,JBM,JBM Auto,domestic,0.14,12,FST,Fasteners,Steel,A,3578,0.751,PO-KDQ-FST-00005-202503-3
KDQ-FST-00005,Fasteners A03 - SKODA Kodiaq (JBM Auto),2025-04-06,44.5634,50,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,JBM,JBM Auto,domestic,0.14,12,FST,Fasteners,Steel,A,3578,0.751,PO-KDQ-FST-00005-202504-1
KDQ-FST-00005,Fasteners A03 - SKODA Kodiaq (JBM Auto),2025-05-06,46.4491,12,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,JBM,JBM Auto,domestic,0.14,12,FST,Fasteners,Steel,A,3578,0.751,PO-KDQ-FST-00005-202505-1
KDQ-FST-00005,Fasteners A03 - SKODA Kodiaq (JBM Auto),2025-05-13,47.0742,38,INR,KDQ,SKODA Kodiaq,SKODA,Full-size SUV (CKD),4200,0.35,JBM,JBM Auto,domestic,0.14,12,FST,Fasteners,Steel,A,3578,0.751,PO-KDQ-FST-00005-202505-2
